"feed_scen","dev_pattern","rcp","year","eez_code","eez_name","eez_type","ter1_name","ter1_iso","ter1_continent","sov1_name","sov1_iso","sov1_iso3_use","sov1_continent","ncells","area_sqkm","prod_mt","profits_usd"
"Progressive reform","Rational development","RCP 6.0",2021,8348,"Madagascan Exclusive Economic Zone","200NM","Madagascar","MDG","Africa","Madagascar","MDG","MDG","Africa",240,24000,38937653.3129837,223964954229.473
"Progressive reform","Rational development","RCP 6.0",2021,8353,"Yemeni Exclusive Economic Zone","200NM","Yemen","YEM","Asia","Yemen","YEM","YEM","Asia",50,5000,8112011.1068716,46633147864.4735
"Progressive reform","Rational development","RCP 6.0",2021,8359,"Pakistani Exclusive Economic Zone","200NM","Pakistan","PAK","Asia","Pakistan","PAK","PAK","Asia",64,6400,10383374.2167956,59669936978.526
"Progressive reform","Rational development","RCP 6.0",2021,8369,"Mauritanian Exclusive Economic Zone","200NM","Mauritania","MRT","Africa","Mauritania","MRT","MRT","Africa",22,2200,3569284.8870235,20524467684.3683
"Progressive reform","Rational development","RCP 6.0",2021,8370,"Gambian Exclusive Economic Zone","200NM","Gambia","GMB","Africa","Gambia","GMB","GMB","Africa",13,1300,2109122.88778662,12130637132.7631
"Progressive reform","Rational development","RCP 6.0",2021,8371,"Senegalese Exclusive Economic Zone","200NM","Senegal","SEN","Africa","Senegal","SEN","SEN","Africa",49,4900,7949770.88473417,45696618219.184
"Progressive reform","Rational development","RCP 6.0",2021,8408,"Haitian Exclusive Economic Zone","200NM","Haiti","HTI","Americas","Haiti","HTI","HTI","Americas",81,8100,13141457.993132,75567881876.447
"Progressive reform","Rational development","RCP 6.0",2021,8471,"Guinea Bissau Exclusive Economic Zone","200NM","Guinea-Bissau","GNB","Africa","Guinea-Bissau","GNB","GNB","Africa",56,5600,9085452.43969619,52249217512.2103
"Progressive reform","Rational development","RCP 6.0",2021,8479,"Tanzanian Exclusive Economic Zone","200NM","Tanzania","TZA","Africa","Tanzania","TZA","TZA","Africa",24,2400,3893765.33129837,22387363902.9473
"Progressive reform","Rational development","RCP 6.0",2021,8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","IND","Asia",220,22000,35692848.870235,205077082603.683
"Progressive reform","Rational development","RCP 6.0",2021,8481,"Bangladeshi Exclusive Economic Zone","200NM","Bangladesh","BGD","Asia","Bangladesh","BGD","BGD","Asia",87,8700,14114899.3259566,81112216996.1838
"Progressive reform","Rational development","RCP 6.0",2021,8482,"Myanmar Exclusive Economic Zone","200NM","Myanmar","MMR","Asia","Myanmar","MMR","MMR","Asia",162,16200,26282915.986264,151081756840.894
"Progressive reform","Rational development","RCP 6.0",2051,5670,"Albanian Exclusive Economic Zone","200NM","Albania","ALB","Europe","Albania","ALB","ALB","Europe",3,300,486720.666412296,2790681735.86841
"Progressive reform","Rational development","RCP 6.0",2051,8322,"Philippines Exclusive Economic Zone","200NM","Philippines","PHL","Asia","Philippines","PHL","PHL","Asia",25,2500,4056005.5534358,23272013932.2367
"Progressive reform","Rational development","RCP 6.0",2051,8324,"Papua New Guinean Exclusive Economic Zone","200NM","Papua New Guinea","PNG","Oceania","Papua New Guinea","PNG","PNG","Oceania",25,2500,4056005.5534358,23301097132.2367
"Progressive reform","Rational development","RCP 6.0",2051,8333,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)","200NM","Andaman and Nicobar","IND","Asia","India","IND","IND","Asia",42,4200,6814089.32977214,39151079406.1577
"Progressive reform","Rational development","RCP 6.0",2051,8346,"Sri Lankan Exclusive Economic Zone","200NM","Sri Lanka","LKA","Asia","Sri Lanka","LKA","LKA","Asia",103,10300,16710742.8801555,95850103928.8153
"Progressive reform","Rational development","RCP 6.0",2051,8347,"Mozambican Exclusive Economic Zone","200NM","Mozambique","MOZ","Africa","Mozambique","MOZ","MOZ","Africa",165,16500,26769636.6526763,153687684784.762
"Progressive reform","Rational development","RCP 6.0",2051,8348,"Madagascan Exclusive Economic Zone","200NM","Madagascar","MDG","Africa","Madagascar","MDG","MDG","Africa",89,8900,14439379.7702314,83053670526.7628
"Progressive reform","Rational development","RCP 6.0",2051,8353,"Yemeni Exclusive Economic Zone","200NM","Yemen","YEM","Asia","Yemen","YEM","YEM","Asia",50,5000,8112011.1068716,46633147864.4735
"Progressive reform","Rational development","RCP 6.0",2051,8359,"Pakistani Exclusive Economic Zone","200NM","Pakistan","PAK","Asia","Pakistan","PAK","PAK","Asia",64,6400,10383374.2167956,59669936978.526
"Progressive reform","Rational development","RCP 6.0",2051,8362,"Cape Verdean Exclusive Economic Zone","200NM","Cape Verde","CPV","Africa","Cape Verde","CPV","CPV","Africa",59,5900,9572173.10610849,54962458032.0787
"Progressive reform","Rational development","RCP 6.0",2051,8366,"Tunisian Exclusive Economic Zone","200NM","Tunisia","TUN","Africa","Tunisia","TUN","TUN","Africa",38,3800,6165128.44122242,35393121464.9998
"Progressive reform","Rational development","RCP 6.0",2051,8367,"Moroccan Exclusive Economic Zone","200NM","Morocco","MAR","Africa","Morocco","MAR","MAR","Africa",14,1400,2271363.10992405,13039846138.0526
"Progressive reform","Rational development","RCP 6.0",2051,8369,"Mauritanian Exclusive Economic Zone","200NM","Mauritania","MRT","Africa","Mauritania","MRT","MRT","Africa",16,1600,2595843.55419891,14926885588.6315
"Progressive reform","Rational development","RCP 6.0",2051,8370,"Gambian Exclusive Economic Zone","200NM","Gambia","GMB","Africa","Gambia","GMB","GMB","Africa",13,1300,2109122.88778662,12130637132.7631
"Progressive reform","Rational development","RCP 6.0",2051,8371,"Senegalese Exclusive Economic Zone","200NM","Senegal","SEN","Africa","Senegal","SEN","SEN","Africa",49,4900,7949770.88473417,45696618219.184
"Progressive reform","Rational development","RCP 6.0",2051,8378,"Algerian Exclusive Economic Zone","200NM","Algeria","DZA","Africa","Algeria","DZA","DZA","Africa",4,400,648960.888549728,3723621045.15788
"Progressive reform","Rational development","RCP 6.0",2051,8395,"Namibian Exclusive Economic Zone","200NM","Namibia","NAM","Africa","Namibia","NAM","NAM","Africa",4,400,648960.888549728,3718927797.15788
"Progressive reform","Rational development","RCP 6.0",2051,8408,"Haitian Exclusive Economic Zone","200NM","Haiti","HTI","Americas","Haiti","HTI","HTI","Americas",182,18200,29527720.4290126,169531757810.683
"Progressive reform","Rational development","RCP 6.0",2051,8425,"Nicaraguan Exclusive Economic Zone","200NM","Nicaragua","NIC","Americas","Nicaragua","NIC","NIC","Americas",43,4300,6976329.55190958,40077955867.4472
"Progressive reform","Rational development","RCP 6.0",2051,8427,"Honduran Exclusive Economic Zone","200NM","Honduras","HND","Americas","Honduras","HND","HND","Americas",58,5800,9409932.88397106,54046414530.7892
"Progressive reform","Rational development","RCP 6.0",2051,8428,"El Salvador Exclusive Economic Zone","200NM","El Salvador","SLV","Americas","El Salvador","SLV","SLV","Americas",15,1500,2433603.33206148,13963782439.342
"Progressive reform","Rational development","RCP 6.0",2051,8430,"Guatemalan Exclusive Economic Zone","200NM","Guatemala","GTM","Americas","Guatemala","GTM","GTM","Americas",26,2600,4218245.77557323,24192562713.5262
"Progressive reform","Rational development","RCP 6.0",2051,8441,"Kiribati Exclusive Economic Zone (Line Islands)","200NM","Line Group","KIR","Oceania","Kiribati","KIR","KIR","Oceania",23,2300,3731525.10916094,21414874897.6578
"Progressive reform","Rational development","RCP 6.0",2051,8448,"Tongan Exclusive Economic Zone","200NM","Tonga","TON","Oceania","Tonga","TON","TON","Oceania",1,100,162240.222137432,930399341.289469
"Progressive reform","Rational development","RCP 6.0",2051,8457,"Belizean Exclusive Economic Zone","200NM","Belize","BLZ","Americas","Belize","BLZ","BLZ","Americas",26,2600,4218245.77557323,24192399641.5262
"Progressive reform","Rational development","RCP 6.0",2051,8459,"Jamaican Exclusive Economic Zone","200NM","Jamaica","JAM","Americas","Jamaica","JAM","JAM","Americas",37,3700,6002888.21908498,34408533515.7104
"Progressive reform","Rational development","RCP 6.0",2051,8469,"Iranian Exclusive Economic Zone","200NM","Iran","IRN","Asia","Iran","IRN","IRN","Asia",22,2200,3569284.8870235,20462662116.3683
"Progressive reform","Rational development","RCP 6.0",2051,8471,"Guinea Bissau Exclusive Economic Zone","200NM","Guinea-Bissau","GNB","Africa","Guinea-Bissau","GNB","GNB","Africa",41,4100,6651849.10763471,38253891392.8682
"Progressive reform","Rational development","RCP 6.0",2051,8479,"Tanzanian Exclusive Economic Zone","200NM","Tanzania","TZA","Africa","Tanzania","TZA","TZA","Africa",24,2400,3893765.33129837,22387363902.9473
"Progressive reform","Rational development","RCP 6.0",2051,8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","IND","Asia",207,20700,33583725.9824484,192958891358.92
"Progressive reform","Rational development","RCP 6.0",2051,8482,"Myanmar Exclusive Economic Zone","200NM","Myanmar","MMR","Asia","Myanmar","MMR","MMR","Asia",36,3600,5840647.99694755,33541876318.4209
"Progressive reform","Rational development","RCP 6.0",2051,8484,"Vietnamese Exclusive Economic Zone","200NM","Vietnam","VNM","Asia","Vietnam","VNM","VNM","Asia",3,300,486720.666412296,2795857479.86841
"Progressive reform","Rational development","RCP 6.0",2051,8488,"Kiribati Exclusive Economic Zone (Gilbert Islands)","200NM","Gilbert Islands","KIR","Oceania","Kiribati","KIR","KIR","Oceania",11,1100,1784642.44351175,10241896690.1842
"Progressive reform","Rational development","RCP 6.0",2051,8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","IDN","Asia",9,900,1460161.99923689,8380473815.60522
"Progressive reform","Rational development","RCP 6.0",2100,5670,"Albanian Exclusive Economic Zone","200NM","Albania","ALB","Europe","Albania","ALB","ALB","Europe",12,1200,1946882.66564918,11162726943.4736
"Progressive reform","Rational development","RCP 6.0",2100,8347,"Mozambican Exclusive Economic Zone","200NM","Mozambique","MOZ","Africa","Mozambique","MOZ","MOZ","Africa",214,21400,34719407.5374105,199178963995.946
"Progressive reform","Rational development","RCP 6.0",2100,8348,"Madagascan Exclusive Economic Zone","200NM","Madagascar","MDG","Africa","Madagascar","MDG","MDG","Africa",283,28300,45913982.8648933,263475674128.92
"Progressive reform","Rational development","RCP 6.0",2100,8349,"Kenyan Exclusive Economic Zone","200NM","Kenya","KEN","Africa","Kenya","KEN","KEN","Africa",1,100,162240.222137432,928922157.289469
"Progressive reform","Rational development","RCP 6.0",2100,8353,"Yemeni Exclusive Economic Zone","200NM","Yemen","YEM","Asia","Yemen","YEM","YEM","Asia",123,12300,19955547.3229041,114458865986.605
"Progressive reform","Rational development","RCP 6.0",2100,8359,"Pakistani Exclusive Economic Zone","200NM","Pakistan","PAK","Asia","Pakistan","PAK","PAK","Asia",106,10600,17197463.5465678,98636238272.6837
"Progressive reform","Rational development","RCP 6.0",2100,8362,"Cape Verdean Exclusive Economic Zone","200NM","Cape Verde","CPV","Africa","Cape Verde","CPV","CPV","Africa",59,5900,9572173.10610849,54962458032.0787
"Progressive reform","Rational development","RCP 6.0",2100,8366,"Tunisian Exclusive Economic Zone","200NM","Tunisia","TUN","Africa","Tunisia","TUN","TUN","Africa",31,3100,5029446.88626039,28836392059.9735
"Progressive reform","Rational development","RCP 6.0",2100,8367,"Moroccan Exclusive Economic Zone","200NM","Morocco","MAR","Africa","Morocco","MAR","MAR","Africa",14,1400,2271363.10992405,13039846138.0526
"Progressive reform","Rational development","RCP 6.0",2100,8372,"Libyan Exclusive Economic Zone","200NM","Libya","LBY","Africa","Libya","LBY","LBY","Africa",1,100,162240.222137432,929520237.289469
"Progressive reform","Rational development","RCP 6.0",2100,8378,"Algerian Exclusive Economic Zone","200NM","Algeria","DZA","Africa","Algeria","DZA","DZA","Africa",24,2400,3893765.33129837,22308005310.9473
"Progressive reform","Rational development","RCP 6.0",2100,8395,"Namibian Exclusive Economic Zone","200NM","Namibia","NAM","Africa","Namibia","NAM","NAM","Africa",9,900,1460161.99923689,8367587543.60522
"Progressive reform","Rational development","RCP 6.0",2100,8403,"Ecuadorian Exclusive Economic Zone (Galapagos)","200NM","Galapagos","ECU","Americas","Ecuador","ECU","ECU","Americas",43,4300,6976329.55190958,39968255643.4472
"Progressive reform","Rational development","RCP 6.0",2100,8408,"Haitian Exclusive Economic Zone","200NM","Haiti","HTI","Americas","Haiti","HTI","HTI","Americas",31,3100,5029446.88626039,28846308475.9735
"Progressive reform","Rational development","RCP 6.0",2100,8426,"Colombian Exclusive Economic Zone","200NM","Colombia","COL","Americas","Colombia","COL","COL","Americas",43,4300,6976329.55190958,39961183003.4472
"Progressive reform","Rational development","RCP 6.0",2100,8430,"Guatemalan Exclusive Economic Zone","200NM","Guatemala","GTM","Americas","Guatemala","GTM","GTM","Americas",10,1000,1622402.22137432,9304831812.89469
"Progressive reform","Rational development","RCP 6.0",2100,8431,"Ecuadorian Exclusive Economic Zone","200NM","Ecuador","ECU","Americas","Ecuador","ECU","ECU","Americas",21,2100,3407044.66488607,19519380663.0789
"Progressive reform","Rational development","RCP 6.0",2100,8441,"Kiribati Exclusive Economic Zone (Line Islands)","200NM","Line Group","KIR","Oceania","Kiribati","KIR","KIR","Oceania",27,2700,4380485.99771066,25139200966.8157
"Progressive reform","Rational development","RCP 6.0",2100,8469,"Iranian Exclusive Economic Zone","200NM","Iran","IRN","Asia","Iran","IRN","IRN","Asia",9,900,1460161.99923689,8371089047.60522
"Progressive reform","Rational development","RCP 6.0",2100,8479,"Tanzanian Exclusive Economic Zone","200NM","Tanzania","TZA","Africa","Tanzania","TZA","TZA","Africa",74,7400,12005776.43817,68860444567.4207
"Progressive reform","Rational development","RCP 6.0",2100,8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","IND","Asia",206,20600,33421485.760311,191618351089.631
"Progressive reform","Rational development","RCP 6.0",2100,8484,"Vietnamese Exclusive Economic Zone","200NM","Vietnam","VNM","Asia","Vietnam","VNM","VNM","Asia",35,3500,5678407.77481012,32568128497.1314
"Progressive reform","Rational development","RCP 6.0",2100,8488,"Kiribati Exclusive Economic Zone (Gilbert Islands)","200NM","Gilbert Islands","KIR","Oceania","Kiribati","KIR","KIR","Oceania",43,4300,6976329.55190958,40036505243.4472
"Progressive reform","Rational development","RCP 8.5",2021,8314,"Solomon Islands Exclusive Economic Zone","200NM","Solomon Islands","SLB","Oceania","Solomon Islands","SLB","SLB","Oceania",5,500,811201.11068716,4662207266.44735
"Progressive reform","Rational development","RCP 8.5",2021,8331,"Cambodian Exclusive Economic Zone","200NM","Cambodia","KHM","Asia","Cambodia","KHM","KHM","Asia",27,2700,4380485.99771066,25179935110.8157
"Progressive reform","Rational development","RCP 8.5",2021,8347,"Mozambican Exclusive Economic Zone","200NM","Mozambique","MOZ","Africa","Mozambique","MOZ","MOZ","Africa",55,5500,8923212.21755876,51328607290.9208
"Progressive reform","Rational development","RCP 8.5",2021,8348,"Madagascan Exclusive Economic Zone","200NM","Madagascar","MDG","Africa","Madagascar","MDG","MDG","Africa",237,23700,38450932.6465714,221165392301.604
"Progressive reform","Rational development","RCP 8.5",2021,8353,"Yemeni Exclusive Economic Zone","200NM","Yemen","YEM","Asia","Yemen","YEM","YEM","Asia",50,5000,8112011.1068716,46633147864.4735
"Progressive reform","Rational development","RCP 8.5",2021,8359,"Pakistani Exclusive Economic Zone","200NM","Pakistan","PAK","Asia","Pakistan","PAK","PAK","Asia",64,6400,10383374.2167956,59669936978.526
"Progressive reform","Rational development","RCP 8.5",2021,8369,"Mauritanian Exclusive Economic Zone","200NM","Mauritania","MRT","Africa","Mauritania","MRT","MRT","Africa",22,2200,3569284.8870235,20524467684.3683
"Progressive reform","Rational development","RCP 8.5",2021,8370,"Gambian Exclusive Economic Zone","200NM","Gambia","GMB","Africa","Gambia","GMB","GMB","Africa",13,1300,2109122.88778662,12130637132.7631
"Progressive reform","Rational development","RCP 8.5",2021,8371,"Senegalese Exclusive Economic Zone","200NM","Senegal","SEN","Africa","Senegal","SEN","SEN","Africa",49,4900,7949770.88473417,45696618219.184
"Progressive reform","Rational development","RCP 8.5",2021,8392,"Togolese Exclusive Economic Zone","200NM","Togo","TGO","Africa","Togo","TGO","TGO","Africa",3,300,486720.666412296,2799305991.86841
"Progressive reform","Rational development","RCP 8.5",2021,8393,"Beninese Exclusive Economic Zone","200NM","Benin","BEN","Africa","Benin","BEN","BEN","Africa",7,700,1135681.55496202,6530733757.02629
"Progressive reform","Rational development","RCP 8.5",2021,8397,"Sao Tome and Principe Exclusive Economic Zone","200NM","Sao Tome and Principe","STP","Africa","Sao Tome and Principe","STP","STP","Africa",9,900,1460161.99923689,8396282135.60522
